id,year,month,recreation_visitors,non_recreation_visitors,recreation_hr,non_recreation_hr,concession_lodging,tent_campers,rv_campers,concession_camping,backcountry_campers,misc_campers,non_recreation_overnight_stays,total_overnight_stays,np_name
1599,1983,March,59993,200,371562,150,0,137,42,0,69,0,0,248,Assateague Island
1600,1983,April,102628,200,662076,150,0,546,150,0,221,24,0,941,Assateague Island
1601,1983,May,190471,350,1599496,350,0,1233,283,0,608,214,0,2338,Assateague Island
1602,1983,June,338379,350,2825164,350,0,2218,444,0,122,311,0,3095,Assateague Island
1603,1983,July,467740,350,3883108,350,0,2655,899,0,325,520,0,4399,Assateague Island
1604,1983,August,402952,350,3378230,350,0,2653,764,0,193,278,0,3888,Assateague Island
1605,1983,September,233383,200,1471938,150,0,1058,320,0,107,236,0,1721,Assateague Island
1606,1983,October,128279,200,820261,150,0,469,279,0,178,117,0,1043,Assateague Island
1607,1983,November,79486,200,488772,150,0,171,57,0,29,16,0,273,Assateague Island
1608,1983,December,34243,200,188082,150,0,3,26,0,36,1,0,66,Assateague Island
1609,1984,January,39589,200,243178,150,0,6,1,0,2,3,0,12,Assateague Island
1610,1984,February,55667,200,342066,150,0,33,24,0,8,0,0,65,Assateague Island
1611,1984,March,57839,200,360379,150,0,118,35,0,86,1,0,240,Assateague Island
1612,1984,April,118287,300,756126,250,0,354,141,0,273,31,0,799,Assateague Island
1613,1984,May,185849,350,1564412,350,0,1046,276,0,604,116,0,2042,Assateague Island
1614,1984,June,287823,350,2424581,350,0,2187,514,0,245,128,0,3074,Assateague Island
1615,1984,July,363881,350,3062300,350,0,2520,884,0,239,343,0,3986,Assateague Island
1616,1984,August,389497,350,3284560,350,0,3250,885,0,262,397,0,4794,Assateague Island
1617,1984,September,247063,200,1558242,150,0,1160,497,0,157,143,0,1957,Assateague Island
1618,1984,October,141188,200,901512,150,0,658,286,0,244,30,0,1218,Assateague Island
1619,1984,November,95644,200,589794,150,0,292,88,0,88,24,0,492,Assateague Island
1620,1984,December,42192,200,260940,150,0,75,53,0,18,1,0,147,Assateague Island
1621,1985,January,38706,200,238746,150,0,9,11,0,2,0,0,22,Assateague Island
1622,1985,February,46804,200,289368,150,0,45,43,0,2,2,0,92,Assateague Island
1623,1985,March,67140,200,418458,150,0,204,57,0,127,2,0,390,Assateague Island
1624,1985,April,142621,200,908484,150,0,525,229,0,334,58,0,1146,Assateague Island
1625,1985,May,215269,350,1802566,350,0,965,441,0,524,88,0,2018,Assateague Island
1626,1985,June,309751,350,2592800,350,0,1456,576,0,327,153,0,2512,Assateague Island
1627,1985,July,473980,350,3945176,350,0,3098,1009,0,204,159,0,4470,Assateague Island
1628,1985,August,466206,350,3895006,350,0,3126,1117,0,476,449,0,5168,Assateague Island
1629,1985,September,264018,450,1659354,250,0,985,341,0,145,139,0,1610,Assateague Island
1630,1985,October,135110,300,686034,250,0,425,500,0,264,61,0,1250,Assateague Island
1631,1985,November,98092,200,604740,150,0,259,225,0,48,45,0,577,Assateague Island
1632,1985,December,47209,200,289675,100,0,26,38,0,5,7,0,76,Assateague Island
1633,1986,January,51877,200,318642,100,0,23,36,0,8,0,0,67,Assateague Island
1634,1986,February,55137,200,378998,100,0,13,32,0,9,0,0,54,Assateague Island
1635,1986,March,105802,200,757696,100,0,256,135,0,198,0,0,589,Assateague Island
1636,1986,April,132331,200,912252,100,0,463,234,0,224,7,0,928,Assateague Island
1637,1986,May,251619,250,2111722,200,0,2188,281,0,356,65,0,2890,Assateague Island
1638,1986,June,319898,250,2760606,200,0,2491,6504,0,450,224,0,9669,Assateague Island
1639,1986,July,478581,250,3084366,200,0,3105,842,0,342,302,0,4591,Assateague Island
1640,1986,August,501861,250,4258850,200,0,2584,799,0,389,174,0,3946,Assateague Island
1641,1986,September,273454,200,1931242,100,0,1184,449,0,157,131,0,1921,Assateague Island
1642,1986,October,131111,200,907778,100,0,574,436,0,294,62,0,1366,Assateague Island
1643,1986,November,72204,350,398808,175,0,164,190,0,45,48,0,447,Assateague Island
1644,1986,December,78777,350,483240,175,0,30,30,0,1,3,0,64,Assateague Island
1645,1987,January,43661,100,268962,50,0,0,0,0,0,0,0,0,Assateague Island
1646,1987,February,54375,300,335400,150,0,55,55,0,24,0,0,134,Assateague Island
1647,1987,March,86777,300,543312,150,0,589,241,0,28,0,0,858,Assateague Island
1648,1987,April,159696,300,1012230,150,0,647,549,0,38,13,0,1247,Assateague Island
1649,1987,May,231607,350,1977194,250,0,2082,1151,0,267,185,0,3685,Assateague Island
1650,1987,June,432752,350,3251264,250,0,1711,559,0,268,1914,0,4452,Assateague Island
1651,1987,July,568494,350,4260470,250,0,2365,768,0,319,1199,0,4651,Assateague Island
1652,1987,August,579910,350,4878810,350,0,2404,858,0,358,389,0,4009,Assateague Island
1653,1987,September,226296,300,1360466,250,0,1432,786,0,190,832,0,3240,Assateague Island
1654,1987,October,135680,300,986710,250,0,1032,1409,0,303,646,0,3390,Assateague Island
1655,1987,November,75416,300,509490,250,0,450,522,0,12,74,0,1058,Assateague Island
1656,1987,December,54228,681,370077,631,0,41,70,0,6,0,0,117,Assateague Island
1657,1988,January,39439,300,289926,300,0,78,20,0,27,37,0,162,Assateague Island
1658,1988,February,36752,300,299922,300,0,0,0,0,4,0,0,4,Assateague Island
1659,1988,March,46470,300,387948,300,0,0,0,0,20,3,0,23,Assateague Island
1660,1988,April,170795,300,1030320,300,0,730,635,0,386,174,0,1925,Assateague Island
1661,1988,May,240352,300,2048822,300,0,1225,729,0,567,121,0,2642,Assateague Island
1662,1988,June,396131,300,3366909,300,0,3121,1091,0,337,162,0,4711,Assateague Island
1663,1988,July,483686,300,4121133,300,0,2665,2917,0,256,396,0,6234,Assateague Island
1664,1988,August,516462,300,4353474,300,0,4716,1742,0,317,2087,0,8862,Assateague Island
1665,1988,September,220822,300,1657138,300,0,1919,1699,0,199,2110,0,5927,Assateague Island
1666,1988,October,133823,300,1278186,300,0,596,1078,0,279,1077,0,3030,Assateague Island
1667,1988,November,91095,300,763362,300,0,354,437,0,107,479,0,1377,Assateague Island
1668,1988,December,42835,300,353236,300,0,86,57,0,13,75,0,231,Assateague Island
1669,1989,January,50133,300,413178,300,0,87,64,0,7,25,0,183,Assateague Island
1670,1989,February,52210,300,425948,300,0,26,23,0,1,0,0,50,Assateague Island
1671,1989,March,66960,300,487162,300,0,179,140,0,168,0,0,487,Assateague Island
1672,1989,April,130531,300,1203725,300,0,473,529,0,222,222,0,1446,Assateague Island
1673,1989,May,253519,300,2206138,300,0,1931,1178,0,525,1668,0,5302,Assateague Island
1674,1989,June,264311,300,2693062,300,0,1969,2492,0,423,3758,0,8642,Assateague Island
1675,1989,July,392336,300,3456600,300,0,3864,2834,0,430,2486,0,9614,Assateague Island
1676,1989,August,385919,300,3384298,300,0,2907,2291,0,37,2960,0,8195,Assateague Island
1677,1989,September,215035,300,1881084,300,0,1691,2099,0,203,1794,0,5787,Assateague Island
1678,1989,October,144436,300,1261630,300,0,710,1445,0,257,716,0,3128,Assateague Island
1679,1989,November,93193,300,784506,300,0,299,501,0,212,630,0,1642,Assateague Island
1680,1989,December,26181,300,176962,300,0,2,68,0,12,2,0,84,Assateague Island
1681,1990,January,42506,300,350728,300,0,76,84,0,25,73,0,258,Assateague Island
1682,1990,February,59147,300,485048,300,0,52,109,0,56,77,0,294,Assateague Island
1683,1990,March,66790,300,567714,300,0,280,306,0,170,190,0,946,Assateague Island
1684,1990,April,116655,300,1015328,300,0,513,891,0,237,297,0,1938,Assateague Island
1685,1990,May,148595,300,1338474,300,0,1591,955,0,389,864,0,3799,Assateague Island
1686,1990,June,275106,300,2475720,300,0,4066,2771,0,192,1617,0,8646,Assateague Island
1687,1990,July,406216,300,3576604,300,0,5078,3966,0,313,1155,0,10512,Assateague Island
1688,1990,August,410706,300,3670900,300,0,6595,4959,0,243,1490,0,13287,Assateague Island
1689,1990,September,264578,300,2315906,300,0,3490,2687,0,267,670,0,7114,Assateague Island
1690,1990,October,127742,300,1122244,300,0,803,1263,0,217,618,0,2901,Assateague Island
1691,1990,November,101502,300,856534,300,0,537,859,0,192,349,0,1937,Assateague Island
1692,1990,December,31050,300,259792,300,0,20,116,0,29,134,0,299,Assateague Island
1693,1991,January,38784,300,322056,300,0,30,105,0,18,73,0,226,Assateague Island
1694,1991,February,56285,300,464358,300,0,145,133,0,31,73,0,382,Assateague Island
1695,1991,March,59850,300,506834,300,0,122,252,0,115,227,0,716,Assateague Island
1696,1991,April,124075,300,1093100,300,0,820,1207,0,292,564,0,2883,Assateague Island
1697,1991,May,167076,300,1545466,300,0,2447,2438,0,561,1265,0,6711,Assateague Island
1698,1991,June,293020,300,2628038,300,0,3550,3383,0,297,1828,0,9058,Assateague Island
1699,1991,July,418514,300,3681642,300,0,4650,4397,0,212,1270,0,10529,Assateague Island
1700,1991,August,405792,300,3625020,300,0,6699,4610,0,280,1454,0,13043,Assateague Island
1701,1991,September,261599,300,2305592,300,0,3870,2929,0,185,907,0,7891,Assateague Island
1702,1991,October,147590,300,1325480,300,0,1719,1903,0,356,1285,0,5263,Assateague Island
1703,1991,November,81237,300,691092,300,0,379,805,0,86,502,0,1772,Assateague Island
1704,1991,December,33702,300,286354,300,0,134,196,0,11,198,0,539,Assateague Island
1705,1992,January,20777,300,175004,300,0,55,47,0,6,73,0,181,Assateague Island
1706,1992,February,13582,150,114788,150,0,0,0,0,0,2,0,2,Assateague Island
1707,1992,March,26625,150,273178,150,0,0,0,0,0,0,0,0,Assateague Island
1708,1992,April,117956,300,1027208,300,0,712,504,0,326,373,0,1915,Assateague Island
1709,1992,May,167198,300,1511520,300,0,1866,1538,0,549,761,0,4714,Assateague Island
1710,1992,June,245334,300,2207356,300,0,3502,2101,0,241,1269,0,7113,Assateague Island
1711,1992,July,390261,300,3447122,300,0,6382,2635,0,242,1264,0,10523,Assateague Island
1712,1992,August,410039,300,3680938,300,0,9405,3341,0,273,1124,0,14143,Assateague Island
1713,1992,September,235528,300,2098464,300,0,4460,2334,0,195,1047,0,8036,Assateague Island
1714,1992,October,130441,300,1109895,300,0,1501,1464,0,293,907,0,4165,Assateague Island
1715,1992,November,68634,300,573478,300,0,186,338,0,81,195,0,800,Assateague Island
1716,1992,December,42070,300,349482,300,0,56,102,0,8,97,0,263,Assateague Island
1717,1993,January,38010,300,318782,300,0,84,137,0,24,73,0,318,Assateague Island
1718,1993,February,36506,300,301618,300,0,23,48,0,4,73,0,148,Assateague Island
1719,1993,March,47800,300,401230,300,0,50,69,0,40,73,0,232,Assateague Island
1720,1993,April,150820,300,1311736,300,0,1022,759,0,254,79,0,2114,Assateague Island
1721,1993,May,168964,300,1497006,300,0,2314,1343,0,387,836,0,4880,Assateague Island
1722,1993,June,238557,300,2193828,300,0,5479,1830,0,95,1809,0,9213,Assateague Island
1723,1993,July,308873,300,2801418,300,0,7281,2246,0,184,1262,0,10973,Assateague Island
1724,1993,August,453408,300,4126788,300,0,9772,3249,0,216,5279,0,18516,Assateague Island
1725,1993,September,277584,300,2439664,300,0,4408,1983,0,183,1247,0,7821,Assateague Island
1726,1993,October,156083,300,1388844,300,0,1488,1668,0,330,1182,0,4668,Assateague Island
1727,1993,November,71820,300,604904,300,0,180,450,0,33,406,0,1069,Assateague Island
1728,1993,December,54187,300,449238,300,0,58,159,0,35,108,0,360,Assateague Island
1729,1994,January,43441,300,351403,300,0,38,148,0,11,73,0,270,Assateague Island
1730,1994,February,54558,300,439272,300,0,61,46,0,1,73,0,181,Assateague Island
1731,1994,March,63517,300,519186,300,0,220,191,0,65,248,0,724,Assateague Island
1732,1994,April,129846,300,1099934,300,0,1755,1224,0,307,532,0,3818,Assateague Island
1733,1994,May,211569,300,1790670,300,0,3495,1317,0,319,1040,0,6171,Assateague Island
1734,1994,June,223063,300,1978675,300,0,7395,1775,0,307,1740,0,11217,Assateague Island
1735,1994,July,383721,300,3281518,300,0,8532,1839,0,226,1492,0,12089,Assateague Island
1736,1994,August,328884,300,2881468,300,0,10582,2219,0,158,1112,0,14071,Assateague Island
1737,1994,September,233297,300,2028659,300,0,5997,2271,0,204,1074,0,9546,Assateague Island
1738,1994,October,153306,300,1333802,300,0,3010,2236,0,218,890,0,6354,Assateague Island
1739,1994,November,87876,300,739025,300,0,864,780,0,195,277,0,2116,Assateague Island
1740,1994,December,44939,300,365971,300,0,128,168,0,27,156,0,479,Assateague Island
1741,1995,January,51866,300,418962,300,0,122,81,0,22,99,0,324,Assateague Island
1742,1995,February,39212,300,317597,300,0,116,78,0,25,98,0,317,Assateague Island
1743,1995,March,73862,300,612768,300,0,612,319,0,142,242,0,1315,Assateague Island
1744,1995,April,127155,300,1081750,300,0,2097,1154,0,373,375,0,3999,Assateague Island
1745,1995,May,157571,300,1378323,300,0,3680,1685,0,303,1489,0,7157,Assateague Island
1746,1995,June,213609,300,1899984,300,0,7166,1801,0,213,1837,0,11017,Assateague Island
1747,1995,July,388083,300,3345929,300,0,10133,1862,0,211,1578,0,13784,Assateague Island
1748,1995,August,424379,300,3618556,300,0,9721,1769,0,188,1120,0,12798,Assateague Island
1749,1995,September,246586,300,2156559,300,0,6513,2749,0,220,1268,0,10750,Assateague Island
1750,1995,October,133991,300,1166818,300,0,2839,2007,0,146,845,0,5837,Assateague Island
1751,1995,November,58724,300,507003,300,0,771,815,0,72,519,0,2177,Assateague Island
1752,1995,December,13359,300,111500,300,0,67,61,0,80,99,0,307,Assateague Island
1753,1996,January,25470,300,204155,300,0,15,15,0,19,73,0,122,Assateague Island
1754,1996,February,89394,300,717552,300,0,55,61,0,19,98,0,233,Assateague Island
1755,1996,March,55716,300,456422,300,0,264,104,0,138,193,0,699,Assateague Island
1756,1996,April,103648,300,880608,300,0,1560,1233,0,218,481,0,3492,Assateague Island
1757,1996,May,132440,300,1184853,300,0,4553,1392,0,298,1410,0,7653,Assateague Island
1758,1996,June,239220,300,2091312,300,0,7317,1380,0,250,1352,0,10299,Assateague Island
1759,1996,July,423023,300,3593795,300,0,8851,1508,0,469,1147,0,11975,Assateague Island
1760,1996,August,374724,300,3278358,300,0,11443,2456,0,220,1568,0,15687,Assateague Island
1761,1996,September,237295,300,2030137,300,0,5142,1894,0,116,734,0,7886,Assateague Island
1762,1996,October,132990,300,1155792,300,0,2453,2114,0,169,688,0,5424,Assateague Island
1763,1996,November,61327,300,519939,300,0,574,592,0,110,463,0,1739,Assateague Island
1764,1996,December,35203,300,289000,300,0,113,157,0,69,181,0,520,Assateague Island
1765,1997,January,38361,300,310994,300,0,165,90,0,5,73,0,333,Assateague Island
1766,1997,February,40581,300,328142,300,0,107,87,0,2,98,0,294,Assateague Island
1767,1997,March,67144,300,550831,300,0,464,145,0,60,191,0,860,Assateague Island
1768,1997,April,115509,300,981282,300,0,1650,989,0,357,587,0,3583,Assateague Island
1769,1997,May,141421,300,1254203,300,0,4260,1720,0,335,1214,0,7529,Assateague Island
1770,1997,June,251621,300,2190192,300,0,6708,1891,0,253,1339,0,10191,Assateague Island
1771,1997,July,355602,300,3073475,300,0,9512,1914,0,258,1349,0,13033,Assateague Island
1772,1997,August,390543,300,3416216,300,0,12705,2436,0,162,1262,0,16565,Assateague Island
1773,1997,September,227950,300,2016706,300,0,6705,3147,0,220,981,0,11053,Assateague Island
1774,1997,October,140947,300,1257321,300,0,4115,2158,0,367,893,0,7533,Assateague Island
1775,1997,November,84554,300,690794,300,0,218,397,0,40,243,0,898,Assateague Island
1776,1997,December,37809,300,309941,300,0,151,264,0,6,104,0,525,Assateague Island
1777,1998,January,46596,300,379857,300,0,252,145,0,24,73,0,494,Assateague Island
1778,1998,February,56348,300,456830,300,0,223,113,0,25,75,0,436,Assateague Island
1779,1998,March,61666,300,496561,300,0,249,145,0,79,107,0,580,Assateague Island
1780,1998,April,132281,300,1103952,300,0,1581,931,0,83,344,0,2939,Assateague Island
1781,1998,May,145137,300,1256681,300,0,3268,1679,0,202,806,0,5955,Assateague Island
1782,1998,June,226763,300,1990057,300,0,6745,1795,0,153,1422,0,10115,Assateague Island
1783,1998,July,333629,300,2947489,300,0,11046,2685,0,291,1753,0,15775,Assateague Island
1784,1998,August,366829,300,3239604,300,0,13227,2616,0,170,1290,0,17303,Assateague Island
1785,1998,September,241673,300,2102167,300,0,6371,2282,0,150,1059,0,9862,Assateague Island
1786,1998,October,117181,300,1181022,300,0,8024,4570,0,265,1008,0,13867,Assateague Island
1787,1998,November,80169,300,689681,300,0,774,673,0,147,1216,0,2810,Assateague Island
1788,1998,December,28512,300,243614,300,0,328,412,0,61,161,0,962,Assateague Island
1789,1999,January,46015,300,376524,300,0,96,131,0,12,328,0,567,Assateague Island
1790,1999,February,47691,300,384857,300,0,113,52,0,47,73,0,285,Assateague Island
1791,1999,March,56995,300,461427,300,0,357,119,0,78,150,0,704,Assateague Island
1792,1999,April,128955,300,1120825,300,0,2683,1569,0,389,739,0,5380,Assateague Island
1793,1999,May,163640,300,1436590,300,0,3872,2163,0,368,1019,0,7422,Assateague Island
1794,1999,June,224593,300,1985002,300,0,6180,2053,0,518,2163,0,10914,Assateague Island
1795,1999,July,382312,300,3355121,300,0,11731,2680,0,228,2145,0,16784,Assateague Island
1796,1999,August,410885,300,3608735,300,0,12479,3144,0,192,2155,0,17970,Assateague Island
1797,1999,September,216294,300,1867818,300,0,5136,2494,0,123,209,0,7962,Assateague Island
1798,1999,October,109199,300,990320,300,0,3077,2300,0,182,1306,0,6865,Assateague Island
1799,1999,November,78376,300,673892,300,0,800,911,0,154,865,0,2730,Assateague Island
1800,1999,December,27037,300,235271,300,0,200,745,0,57,212,0,1214,Assateague Island
1801,2000,January,42582,300,350790,300,0,287,258,0,36,82,0,663,Assateague Island
1802,2000,February,50142,300,404667,300,0,102,93,0,28,73,0,296,Assateague Island
1803,2000,March,60996,300,500659,300,0,615,287,0,50,153,0,1105,Assateague Island
1804,2000,April,128103,300,1094579,300,0,2047,1262,0,306,660,0,4275,Assateague Island
1805,2000,May,140074,300,1246215,300,0,4394,1818,0,297,1100,0,7609,Assateague Island
1806,2000,June,231336,300,2097976,300,0,9289,2161,0,256,2427,0,14133,Assateague Island
1807,2000,July,379675,300,3364303,300,0,12273,2906,0,357,2930,0,18466,Assateague Island
1808,2000,August,330269,300,2950020,300,0,11757,2790,0,236,2456,0,17239,Assateague Island
1809,2000,September,225349,300,2020394,300,0,7566,2700,0,298,1865,0,12429,Assateague Island
1810,2000,October,123629,300,1135131,300,0,3640,2912,0,261,1629,0,8442,Assateague Island
1811,2000,November,76381,300,648308,300,0,618,725,0,84,773,0,2200,Assateague Island
1812,2000,December,21965,300,177201,300,0,41,46,0,32,73,0,192,Assateague Island
1813,2001,January,40971,300,328850,300,0,32,44,0,11,73,0,160,Assateague Island
1814,2001,February,47472,300,385341,300,0,162,99,0,52,96,0,409,Assateague Island
1815,2001,March,56143,300,465422,300,0,658,360,0,139,147,0,1304,Assateague Island
1816,2001,April,128914,300,1139254,300,0,3257,1905,0,480,770,0,6412,Assateague Island
1817,2001,May,138680,300,1282940,300,0,5812,2091,0,308,2143,0,10354,Assateague Island
1818,2001,June,241205,300,2168774,300,0,8662,2308,0,265,2395,0,13630,Assateague Island
1819,2001,July,396177,300,3508804,300,0,13392,3045,0,338,2385,0,19160,Assateague Island
1820,2001,August,348000,300,3150898,300,0,14509,3051,0,282,2696,0,20538,Assateague Island
1821,2001,September,255124,300,2244574,300,0,6911,3170,0,266,1123,0,11470,Assateague Island
1822,2001,October,136404,300,1224272,300,0,4063,2500,0,226,957,0,7746,Assateague Island
1823,2001,November,86337,300,748867,300,0,1494,1154,0,77,672,0,3397,Assateague Island
1824,2001,December,22207,300,189585,300,0,328,154,0,165,146,0,793,Assateague Island
1825,2002,January,44704,300,361100,300,0,116,87,0,14,76,0,293,Assateague Island
1826,2002,February,54032,300,437298,300,0,104,142,0,71,73,0,390,Assateague Island
1827,2002,March,65139,300,568430,300,0,1389,713,0,301,326,0,2729,Assateague Island
1828,2002,April,134417,300,1147429,300,0,2201,1262,0,382,616,0,4461,Assateague Island
1829,2002,May,166746,300,1478535,300,0,4805,2091,0,330,1486,0,8712,Assateague Island
1830,2002,June,294938,300,2609106,300,0,9425,2395,0,322,2060,0,14202,Assateague Island
1831,2002,July,432531,300,3781393,300,0,12743,3004,0,404,1996,0,18147,Assateague Island
1832,2002,August,406281,300,3562269,300,0,12029,2697,0,380,2349,0,17455,Assateague Island
1833,2002,September,263301,300,2279702,300,0,5336,2932,0,238,1367,0,9873,Assateague Island
1834,2002,October,141375,300,1251476,300,0,3202,2491,0,215,1226,0,7134,Assateague Island
1835,2002,November,89663,300,775688,300,0,847,1070,0,305,1167,0,3389,Assateague Island
1836,2002,December,24331,300,203816,300,0,157,84,0,43,401,0,685,Assateague Island
1837,2003,January,41263,300,333864,300,0,67,70,0,50,123,0,310,Assateague Island
1838,2003,February,47558,300,381139,300,0,23,41,0,6,88,0,158,Assateague Island
1839,2003,March,67168,300,562557,300,0,713,296,0,237,275,0,1521,Assateague Island
1840,2003,April,135726,300,1181814,300,0,2593,1537,0,420,1244,0,5794,Assateague Island
1841,2003,May,142825,300,1282553,300,0,4872,1778,0,149,1387,0,8186,Assateague Island
1842,2003,June,250582,300,2218238,300,0,8219,2451,0,177,1395,0,12242,Assateague Island
1843,2003,July,408827,300,3568370,300,0,11771,3120,0,225,1726,0,16842,Assateague Island
1844,2003,August,414295,300,3629075,300,0,13009,2546,0,302,1777,0,17634,Assateague Island
1845,2003,September,239224,300,2027140,300,0,3686,1984,0,119,734,0,6523,Assateague Island
1846,2003,October,139613,300,1237125,300,0,3535,2567,0,220,693,0,7015,Assateague Island
1847,2003,November,92917,300,792357,300,0,879,1148,0,127,715,0,2869,Assateague Island
1848,2003,December,40668,300,325969,300,0,12,41,0,16,97,0,166,Assateague Island
1849,2004,January,46651,300,376108,300,0,128,55,0,6,73,0,262,Assateague Island
1850,2004,February,49309,300,398796,300,0,125,90,0,39,92,0,346,Assateague Island
1851,2004,March,70645,300,592190,300,0,853,334,0,212,224,0,1623,Assateague Island
1852,2004,April,134216,300,1173599,300,0,3231,1705,0,375,683,0,5994,Assateague Island
1853,2004,May,162180,300,1485401,300,0,6940,2158,0,634,1456,0,11188,Assateague Island
1854,2004,June,246038,300,2218666,300,0,9701,2256,0,234,2069,0,14260,Assateague Island
1855,2004,July,475841,300,4150136,300,0,13891,2796,0,245,2162,0,19094,Assateague Island
1856,2004,August,374478,300,3293954,300,0,11562,2857,0,336,1818,0,16573,Assateague Island
1857,2004,September,212850,300,1851994,300,0,4794,2633,0,148,919,0,8494,Assateague Island
1858,2004,October,145663,300,1446114,300,0,8271,6264,0,273,998,0,15806,Assateague Island
1859,2004,November,97946,300,821805,300,0,780,902,0,143,460,0,2285,Assateague Island
1860,2004,December,32972,300,271198,300,0,200,154,0,36,83,0,473,Assateague Island
1861,2005,January,45372,300,367721,300,0,96,75,0,18,75,0,264,Assateague Island
1862,2005,February,48088,300,389129,300,0,93,67,0,14,73,0,247,Assateague Island
1863,2005,March,78584,300,654491,300,0,548,502,0,174,256,0,1480,Assateague Island
1864,2005,April,122664,300,1065311,300,0,2259,1624,0,249,650,0,4782,Assateague Island
1865,2005,May,165114,300,1472645,300,0,4800,2204,0,363,1728,0,9095,Assateague Island
1866,2005,June,255077,300,2291199,300,0,8561,3025,0,273,2168,0,14027,Assateague Island
1867,2005,July,470860,300,4084495,300,0,12105,3463,0,282,1946,0,17796,Assateague Island
1868,2005,August,369611,300,3277999,300,0,12447,3408,0,199,1876,0,17930,Assateague Island
1869,2005,September,182480,300,1646651,300,0,6000,2888,0,207,1703,0,10798,Assateague Island
1870,2005,October,135758,300,1715078,300,0,32321,2140,0,98,1272,0,35831,Assateague Island
1871,2005,November,87635,300,760252,300,0,1273,1607,0,127,406,0,3413,Assateague Island
1872,2005,December,35259,300,291387,300,0,235,168,0,10,185,0,598,Assateague Island
1873,2006,January,47466,300,386563,300,0,116,197,0,36,86,0,435,Assateague Island
1874,2006,February,48940,300,396256,300,0,122,87,0,12,93,0,314,Assateague Island
1875,2006,March,65359,300,542958,300,0,679,351,0,182,310,0,1522,Assateague Island
1876,2006,April,137238,300,1195959,300,0,3155,1975,0,335,428,0,5893,Assateague Island
1877,2006,May,149054,300,1357131,300,0,5736,2158,0,311,1945,0,10150,Assateague Island
1878,2006,June,243937,300,2167295,300,0,7818,2714,0,151,2250,0,12933,Assateague Island
1879,2006,July,414038,300,3668687,300,0,13995,4005,0,283,2416,0,20699,Assateague Island
1880,2006,August,397624,300,3557491,300,0,13210,2900,0,290,5447,0,21847,Assateague Island
1881,2006,September,144502,300,1351582,300,0,5835,3376,0,251,1793,0,11255,Assateague Island
1882,2006,October,137502,300,1220510,300,0,3074,2813,0,90,1032,0,7009,Assateague Island
1883,2006,November,92278,300,783820,300,0,1003,1215,0,117,548,0,2883,Assateague Island
1884,2006,December,54879,300,444629,300,0,139,307,0,43,147,0,636,Assateague Island
1885,2007,January,42533,300,344569,300,0,157,258,0,26,104,0,545,Assateague Island
1886,2007,February,42777,300,342158,300,0,17,183,0,3,94,0,297,Assateague Island
1887,2007,March,71473,300,596422,300,0,618,476,0,117,209,0,1420,Assateague Island
1888,2007,April,113200,300,991748,300,0,2300,1702,0,246,923,0,5171,Assateague Island
1889,2007,May,175838,300,1616837,300,0,5939,2155,0,277,4358,0,12729,Assateague Island
1890,2007,June,237240,300,2186767,300,0,9605,2746,0,276,4370,0,16997,Assateague Island
1891,2007,July,452950,300,3957011,300,0,12041,3480,0,247,3675,0,19443,Assateague Island
1892,2007,August,451439,300,3962228,300,0,11255,2886,0,240,5904,0,20285,Assateague Island
1893,2007,September,221179,300,1988484,300,0,5925,3344,0,233,4679,0,14181,Assateague Island
1894,2007,October,141301,300,1255896,300,0,3521,2749,0,158,1056,0,7484,Assateague Island
1895,2007,November,80494,300,686504,300,0,682,1015,0,151,587,0,2435,Assateague Island
1896,2007,December,80494,300,686504,300,0,682,1015,0,151,587,0,2435,Assateague Island
1897,2008,January,40460,300,329156,300,0,81,177,0,26,75,0,359,Assateague Island
1898,2008,February,37547,300,304707,300,0,102,145,0,15,29,0,291,Assateague Island
1899,2008,March,92795,300,739415,300,0,760,626,0,152,558,0,2096,Assateague Island
1900,2008,April,87767,300,763296,300,0,1873,1235,0,299,460,0,3867,Assateague Island
1901,2008,May,192611,300,1671084,300,0,6029,1989,0,241,3423,0,11682,Assateague Island
1902,2008,June,237907,300,2185368,300,0,9173,2712,0,271,4323,0,16479,Assateague Island
1903,2008,July,427874,300,3704678,300,0,10988,3086,0,190,5375,0,19639,Assateague Island
1904,2008,August,445802,300,3884694,300,0,11269,3048,0,347,6975,0,21639,Assateague Island
1905,2008,September,235550,300,1643721,300,0,4135,2967,0,125,1184,0,8411,Assateague Island
1906,2008,October,110718,300,1014562,300,0,3689,2842,0,149,962,0,7642,Assateague Island
1907,2008,November,65999,300,577669,300,0,841,1047,0,156,738,0,2782,Assateague Island
1908,2008,December,36408,300,299941,300,0,174,247,0,20,137,0,578,Assateague Island
1909,2009,January,19413,300,160051,300,0,84,122,0,33,75,0,314,Assateague Island
1910,2009,February,37327,300,305522,300,0,162,171,0,29,76,0,438,Assateague Island
1911,2009,March,58501,300,485561,300,0,423,386,0,72,149,0,1030,Assateague Island
1912,2009,April,136244,300,1188640,300,0,2697,2184,0,223,854,0,5958,Assateague Island
1913,2009,May,192994,300,1803194,300,0,6429,2494,0,337,6225,0,15485,Assateague Island
1914,2009,June,270541,300,2483632,300,0,9121,2941,0,263,7665,0,19990,Assateague Island
1915,2009,July,476559,300,4146009,300,0,11823,3822,0,345,6800,0,22790,Assateague Island
1916,2009,August,492358,300,4251492,300,0,11093,3028,0,273,7562,0,21956,Assateague Island
