id,year,month,recreation_visitors,non_recreation_visitors,recreation_hr,non_recreation_hr,concession_lodging,tent_campers,rv_campers,concession_camping,backcountry_campers,misc_campers,non_recreation_overnight_stays,total_overnight_stays,np_name
1,1979,January,53585,50,326130,150,0,65,119,0,201,0,0,385,Rocky Mountain
2,1979,February,85931,42,522222,126,0,104,233,0,216,0,0,553,Rocky Mountain
3,1979,March,75070,50,463392,150,0,284,347,0,450,0,0,1081,Rocky Mountain
4,1979,April,66873,26,420402,78,0,791,566,0,240,0,0,1597,Rocky Mountain
5,1979,May,79577,44,552546,132,0,3552,2057,0,648,0,0,6257,Rocky Mountain
6,1979,June,368257,1966,2760810,5898,0,23239,17101,0,4336,1263,0,45939,Rocky Mountain
7,1979,July,553294,2892,4422552,8676,0,40034,33228,0,14179,4458,0,91899,Rocky Mountain
8,1979,August,600221,3254,4816290,9762,0,41853,31051,0,23216,5127,0,101247,Rocky Mountain
9,1979,September,376202,2118,3667908,6354,0,24269,82796,0,10105,388,0,117558,Rocky Mountain
10,1979,October,198374,900,1285080,2700,0,3561,2310,0,2032,0,0,7903,Rocky Mountain
11,1979,November,50283,58,318510,174,0,431,409,0,561,0,0,1401,Rocky Mountain
12,1979,December,60863,56,373062,168,0,198,83,0,376,0,0,657,Rocky Mountain
13,1980,January,42902,28,263280,84,0,151,58,0,280,0,0,489,Rocky Mountain
14,1980,February,59403,44,361110,132,0,108,86,0,197,0,0,391,Rocky Mountain
15,1980,March,58790,24,366516,72,0,320,194,0,634,0,0,1148,Rocky Mountain
16,1980,April,64299,142,396462,426,0,342,251,0,296,0,0,889,Rocky Mountain
17,1980,May,93210,98,645828,294,0,4126,2389,0,699,0,0,7214,Rocky Mountain
18,1980,June,410449,2384,3108666,7152,0,27823,17975,0,5874,2159,0,53831,Rocky Mountain
19,1980,July,573465,3748,4562826,11244,0,39014,33329,0,15653,5507,0,93503,Rocky Mountain
20,1980,August,609383,3634,4865262,10902,0,42131,31487,0,22043,5086,0,100747,Rocky Mountain
21,1980,September,389771,1472,2888418,4416,0,22785,13611,0,8530,890,0,45816,Rocky Mountain
22,1980,October,219495,532,1455666,1596,0,5073,3969,0,2516,0,0,11558,Rocky Mountain
23,1980,November,51344,100,651888,300,0,230,152,0,274,0,0,656,Rocky Mountain
24,1980,December,69426,54,426300,162,0,146,197,0,469,0,0,812,Rocky Mountain
25,1981,January,52645,60,327342,180,0,265,173,0,518,0,0,956,Rocky Mountain
26,1981,February,47256,0,288108,0,0,82,7,0,292,0,0,381,Rocky Mountain
27,1981,March,63637,0,388350,0,0,89,26,0,429,0,0,544,Rocky Mountain
28,1981,April,78529,0,486342,0,0,520,152,0,592,0,0,1264,Rocky Mountain
29,1981,May,130744,0,867072,0,0,4092,1233,0,1559,0,0,6884,Rocky Mountain
30,1981,June,439671,642,3266694,1926,0,25815,16500,0,9013,1061,0,52389,Rocky Mountain
31,1981,July,674786,2130,5042424,6390,0,36193,33716,0,12900,5960,0,88769,Rocky Mountain
32,1981,August,677202,1908,13085328,5724,0,38830,32391,0,17746,6126,0,95093,Rocky Mountain
33,1981,September,430738,656,3206496,1968,0,26671,16660,0,7953,555,0,51839,Rocky Mountain
34,1981,October,202193,170,1335666,510,0,4926,3085,0,2198,0,0,10209,Rocky Mountain
35,1981,November,51650,54,322716,162,0,465,251,0,352,0,0,1068,Rocky Mountain
36,1981,December,62191,218,381804,654,0,210,81,0,376,0,0,667,Rocky Mountain
37,1982,January,65547,316,398802,948,0,154,58,0,248,0,0,460,Rocky Mountain
38,1982,February,59558,48,363372,144,0,172,108,0,222,0,0,502,Rocky Mountain
39,1982,March,64554,54,403560,162,0,477,381,0,495,0,0,1353,Rocky Mountain
40,1982,April,74092,174,460282,522,0,507,316,0,387,0,0,1210,Rocky Mountain
41,1982,May,106375,298,677778,894,0,1698,1081,0,515,0,0,3294,Rocky Mountain
42,1982,June,366311,2796,2686686,8388,0,20688,15585,0,5127,1142,0,42542,Rocky Mountain
43,1982,July,573923,3274,4462038,9822,0,37980,28952,0,13395,4584,0,84911,Rocky Mountain
44,1982,August,613132,4406,4573920,13218,0,38098,26301,0,16201,3668,0,84268,Rocky Mountain
45,1982,September,360870,2428,2579256,7284,0,18147,9352,0,6293,711,0,34503,Rocky Mountain
46,1982,October,177760,736,1132464,2208,0,2519,1851,0,1107,15,0,5492,Rocky Mountain
47,1982,November,51377,58,319746,174,0,370,240,0,347,0,0,957,Rocky Mountain
48,1982,December,50617,198,310254,594,0,121,48,0,377,0,0,546,Rocky Mountain
49,1983,January,67598,3778,412200,781,0,179,49,0,323,0,0,551,Rocky Mountain
50,1983,February,70480,2644,427332,457,0,70,52,0,249,0,0,371,Rocky Mountain
51,1983,March,60310,2560,369252,503,0,122,121,0,373,0,0,616,Rocky Mountain
52,1983,April,79542,4563,484656,1387,0,230,170,0,217,0,0,617,Rocky Mountain
53,1983,May,91340,4257,578520,1228,0,1374,784,0,382,0,0,2540,Rocky Mountain
54,1983,June,322393,9011,2282346,5364,0,17504,11498,0,2736,1497,0,33235,Rocky Mountain
55,1983,July,552473,15891,4186086,9494,0,31541,26917,0,11255,2891,0,72604,Rocky Mountain
56,1983,August,625132,23219,4744032,13216,0,35313,28265,0,16472,2720,0,82770,Rocky Mountain
57,1983,September,432745,14202,3145158,13260,0,19068,11917,0,7686,7350,0,46021,Rocky Mountain
58,1983,October,193914,10841,1238736,12576,0,2528,1952,0,1791,0,0,6271,Rocky Mountain
59,1983,November,76969,6370,478230,5731,0,552,360,0,456,0,0,1368,Rocky Mountain
60,1983,December,26110,4744,158616,1857,0,54,26,0,83,0,0,163,Rocky Mountain
61,1984,January,51124,5253,311856,882,0,95,50,0,281,0,0,426,Rocky Mountain
62,1984,February,49126,4257,304152,504,0,417,80,0,286,0,0,783,Rocky Mountain
63,1984,March,46210,3165,290352,411,0,511,187,0,393,0,0,1091,Rocky Mountain
64,1984,April,46736,3174,286104,382,0,222,126,0,126,0,0,474,Rocky Mountain
65,1984,May,75806,4212,493296,588,0,2169,1034,0,0,2,0,3205,Rocky Mountain
66,1984,June,303393,14464,2153466,15722,0,14065,8639,0,3726,1329,0,27759,Rocky Mountain
67,1984,July,514848,27018,3803748,23641,0,24754,21329,0,9767,3705,0,59555,Rocky Mountain
68,1984,August,605465,30006,4372038,22537,0,25677,20025,0,13594,2308,0,61604,Rocky Mountain
69,1984,September,355768,63411,2457528,16735,0,12777,8510,0,5415,208,0,26910,Rocky Mountain
70,1984,October,93927,75817,603138,13687,0,1467,1096,0,735,0,0,3298,Rocky Mountain
71,1984,November,52850,2951,327492,657,0,483,150,0,202,31,0,866,Rocky Mountain
72,1984,December,36195,458,221082,153,0,85,52,0,189,0,0,326,Rocky Mountain
73,1985,January,68416,5832,417120,887,0,115,80,0,314,43,0,552,Rocky Mountain
74,1985,February,47012,3676,286524,411,0,44,43,0,284,0,0,371,Rocky Mountain
75,1985,March,55707,865,350742,227,0,136,213,0,599,427,0,1375,Rocky Mountain
76,1985,April,58854,1513,363216,314,0,336,317,0,188,0,0,841,Rocky Mountain
77,1985,May,117475,1949,763602,956,0,2825,1496,0,575,0,0,4896,Rocky Mountain
78,1985,June,327505,12852,2366394,8381,0,17375,11135,0,3943,994,0,33447,Rocky Mountain
79,1985,July,501624,27504,3746568,19271,0,26741,22575,0,9697,2389,0,61402,Rocky Mountain
80,1985,August,585115,26757,4325574,16209,0,29469,21569,0,13796,3073,0,67907,Rocky Mountain
81,1985,September,304574,12828,2145204,7112,0,12163,8524,0,5593,200,0,26480,Rocky Mountain
82,1985,October,87250,4048,557484,2473,0,1282,875,0,675,0,0,2832,Rocky Mountain
83,1985,November,52986,3285,328932,695,0,317,302,0,261,38,0,918,Rocky Mountain
84,1985,December,42336,4515,258972,414,0,43,38,0,316,16,0,413,Rocky Mountain
85,1986,January,74949,7281,456474,874,0,115,65,0,377,8,0,565,Rocky Mountain
86,1986,February,38588,4342,236472,447,0,104,90,0,218,0,0,412,Rocky Mountain
87,1986,March,58001,4653,355578,431,0,80,135,0,416,0,0,631,Rocky Mountain
88,1986,April,67259,2424,415098,293,0,393,342,0,227,0,0,962,Rocky Mountain
89,1986,May,111710,3197,728916,729,0,2844,1430,0,614,0,0,4888,Rocky Mountain
90,1986,June,303208,9976,2201904,4279,0,16195,10470,0,3695,1528,0,31888,Rocky Mountain
91,1986,July,547751,24774,4035234,8920,0,27290,21531,0,9828,3745,0,62394,Rocky Mountain
92,1986,August,643670,27016,4681404,8813,0,30148,21716,0,13480,2938,0,68282,Rocky Mountain
93,1986,September,338915,13184,2323818,4734,0,11162,7928,0,5104,0,0,24194,Rocky Mountain
94,1986,October,126243,6925,776154,1693,0,408,422,0,728,0,0,1558,Rocky Mountain
95,1986,November,45674,5671,279360,606,0,141,107,0,179,16,0,443,Rocky Mountain
96,1986,December,52266,5445,317460,599,0,70,62,0,190,0,0,322,Rocky Mountain
97,1987,January,77184,2917,467460,654,0,67,78,0,218,0,0,363,Rocky Mountain
98,1987,February,52922,12844,323088,1495,0,142,51,0,260,10,0,463,Rocky Mountain
99,1987,March,54316,2684,334728,997,0,143,199,0,391,3,0,736,Rocky Mountain
100,1987,April,59363,3380,366414,965,0,342,276,0,227,8,0,853,Rocky Mountain
101,1987,May,136049,6704,888006,2212,0,3208,1920,0,848,0,0,5976,Rocky Mountain
102,1987,June,365757,16155,2602062,6286,0,16903,11946,0,3943,1168,0,33960,Rocky Mountain
103,1987,July,546231,25768,4010922,8275,0,25421,22972,0,9210,3525,0,61128,Rocky Mountain
104,1987,August,621584,26661,4552140,7693,0,28976,23248,0,12606,3723,0,68553,Rocky Mountain
105,1987,September,359746,16015,2492652,6333,0,14306,9812,0,3567,163,0,27848,Rocky Mountain
106,1987,October,171484,7265,1078884,2526,0,1978,1149,0,1029,9,0,4165,Rocky Mountain
107,1987,November,50425,6969,311010,2362,0,345,191,0,169,0,0,705,Rocky Mountain
108,1987,December,36803,5803,225102,1615,0,59,53,0,236,9,0,357,Rocky Mountain
109,1988,January,58824,8191,357096,2045,0,64,45,0,217,20,0,346,Rocky Mountain
110,1988,February,52367,8718,319578,3045,0,72,62,0,314,0,0,448,Rocky Mountain
111,1988,March,56677,2542,346986,2171,0,109,106,0,362,0,0,577,Rocky Mountain
112,1988,April,57933,3584,358662,2810,0,304,270,0,342,6,0,922,Rocky Mountain
113,1988,May,91676,2016,603828,3268,0,2068,1181,0,1215,17,0,4481,Rocky Mountain
114,1988,June,399197,20746,2842350,7178,0,18511,12937,0,3413,2403,0,37264,Rocky Mountain
115,1988,July,568028,24083,4185468,11971,0,27808,23919,0,9568,3480,0,64775,Rocky Mountain
116,1988,August,617184,30133,4544544,13314,0,31461,24164,0,12039,2456,0,70120,Rocky Mountain
117,1988,September,371318,18607,2595552,10365,0,14697,10734,0,5026,180,0,30637,Rocky Mountain
118,1988,October,178657,9106,1125822,6434,0,1743,1393,0,1354,0,0,4490,Rocky Mountain
119,1988,November,55402,7029,338616,3926,0,173,82,0,262,0,0,517,Rocky Mountain
120,1988,December,36948,7950,226020,5653,0,25,35,0,301,0,0,361,Rocky Mountain
121,1989,January,60075,9784,363174,1326,0,58,41,0,128,0,0,227,Rocky Mountain
122,1989,February,52050,9001,314916,942,0,31,6,0,181,0,0,218,Rocky Mountain
123,1989,March,60381,5582,368010,587,0,64,64,0,349,0,0,477,Rocky Mountain
124,1989,April,52044,2510,321852,440,0,257,267,0,275,0,0,799,Rocky Mountain
125,1989,May,92436,7934,616788,2066,0,2437,1715,0,1029,0,0,5181,Rocky Mountain
126,1989,June,370174,18451,2644968,6399,0,16905,12124,0,3982,2316,0,35327,Rocky Mountain
127,1989,July,590130,24557,4305408,9019,0,27451,23288,0,9833,3147,0,63719,Rocky Mountain
128,1989,August,600617,21097,4402782,8696,0,29655,22787,0,10899,3249,0,66590,Rocky Mountain
129,1989,September,358910,14738,2468616,4928,0,12606,8923,0,4543,191,0,26263,Rocky Mountain
130,1989,October,183199,9143,1165674,2332,0,2419,1942,0,1176,3,0,5540,Rocky Mountain
131,1989,November,54061,5102,336378,940,0,323,390,0,284,4,0,1001,Rocky Mountain
132,1989,December,28838,5848,176148,666,0,61,83,0,113,3,0,260,Rocky Mountain
133,1990,January,53565,10956,323610,1221,0,15,30,0,140,0,0,185,Rocky Mountain
134,1990,February,49896,9343,303300,911,0,36,145,0,143,3,0,327,Rocky Mountain
135,1990,March,65280,7247,397332,1006,0,124,121,0,226,0,0,471,Rocky Mountain
136,1990,April,60274,4681,375588,596,0,465,466,0,231,0,0,1162,Rocky Mountain
137,1990,May,108881,11465,720402,3370,0,2666,2055,0,523,349,0,5593,Rocky Mountain
138,1990,June,435279,17173,3050274,6986,0,16310,13082,0,4954,2204,0,36550,Rocky Mountain
139,1990,July,560806,28031,4102488,9519,0,26871,20828,0,10212,3560,0,61471,Rocky Mountain
140,1990,August,646018,30676,4679736,13591,0,29950,20581,0,12069,4369,0,66969,Rocky Mountain
141,1990,September,392873,13162,2357238,3795,0,13549,10739,0,5711,374,0,30373,Rocky Mountain
142,1990,October,164130,9608,984780,2929,0,2762,639,0,876,0,0,4277,Rocky Mountain
143,1990,November,73064,5749,455824,886,0,466,325,0,257,42,0,1090,Rocky Mountain
144,1990,December,37257,5845,228262,719,0,46,57,0,159,33,0,295,Rocky Mountain
145,1991,January,50910,8071,311277,739,0,83,78,0,127,76,0,364,Rocky Mountain
146,1991,February,57547,6467,355032,646,0,135,140,0,274,60,0,609,Rocky Mountain
147,1991,March,56241,8492,349075,919,0,229,204,0,276,18,0,727,Rocky Mountain
148,1991,April,67986,6231,420442,773,0,345,228,0,212,0,0,785,Rocky Mountain
149,1991,May,118351,13124,803301,1412,0,2714,2175,0,812,124,0,5825,Rocky Mountain
150,1991,June,434810,18645,3101505,5679,0,13225,11012,0,4329,2225,0,30791,Rocky Mountain
151,1991,July,614118,28663,4768756,8799,0,28602,22217,0,12079,4855,0,67753,Rocky Mountain
152,1991,August,642734,25541,4989808,8374,0,31282,21744,0,13421,4391,0,70838,Rocky Mountain
153,1991,September,385524,19042,2763959,4840,0,12025,10453,0,5698,0,0,28176,Rocky Mountain
154,1991,October,237608,9185,1563298,3211,0,3201,3643,0,1636,123,0,8603,Rocky Mountain
155,1991,November,43136,2815,268183,424,0,164,280,0,122,20,0,586,Rocky Mountain
156,1991,December,42816,5754,262248,618,0,105,43,0,186,0,0,334,Rocky Mountain
157,1992,January,60038,9398,370436,799,0,135,122,0,317,64,0,638,Rocky Mountain
158,1992,February,48476,9674,299032,832,0,136,97,0,270,8,0,511,Rocky Mountain
159,1992,March,58478,6444,363828,638,0,245,264,0,301,0,0,810,Rocky Mountain
160,1992,April,80217,4797,511830,506,0,840,680,0,323,65,0,1908,Rocky Mountain
161,1992,May,160788,11308,1158744,1798,0,5692,3803,0,2443,188,0,12126,Rocky Mountain
162,1992,June,408630,15198,2985956,5981,0,16026,10246,0,4789,2325,0,33386,Rocky Mountain
163,1992,July,606764,28690,4648744,11114,0,26535,19473,0,10637,6365,0,63010,Rocky Mountain
164,1992,August,623634,24688,4835644,9532,0,27139,21581,0,14750,4895,0,68365,Rocky Mountain
165,1992,September,440843,20790,3206882,9255,0,16405,11759,0,6128,822,0,35114,Rocky Mountain
166,1992,October,218570,12764,1461996,3018,0,4280,3233,0,1663,235,0,9411,Rocky Mountain
167,1992,November,47490,4346,294924,628,0,259,185,0,180,0,0,624,Rocky Mountain
168,1992,December,34940,5778,216168,556,0,62,81,0,265,0,0,408,Rocky Mountain
169,1993,January,53780,9015,331400,1048,0,187,148,0,135,75,0,545,Rocky Mountain
170,1993,February,39962,8490,246780,784,0,105,76,0,256,1,0,438,Rocky Mountain
171,1993,March,52511,7375,327370,794,0,238,199,0,332,0,0,769,Rocky Mountain
172,1993,April,65790,5256,423924,683,0,322,448,0,214,840,0,1824,Rocky Mountain
173,1993,May,120708,7498,803784,1172,0,2194,1478,0,1299,0,0,4971,Rocky Mountain
174,1993,June,424670,20483,3115348,6433,0,16272,11035,0,4891,3260,0,35458,Rocky Mountain
175,1993,July,623451,31510,4788514,7981,0,25828,21281,0,13034,5345,0,65488,Rocky Mountain
176,1993,August,654327,36845,5029082,8764,0,29191,18777,0,15307,5670,0,68945,Rocky Mountain
177,1993,September,423570,22219,3039644,6076,0,13115,10778,0,6260,986,0,31139,Rocky Mountain
178,1993,October,230972,11741,1520200,2318,0,3329,3383,0,1389,297,0,8398,Rocky Mountain
179,1993,November,48776,4239,301872,427,0,208,133,0,235,0,0,576,Rocky Mountain
180,1993,December,41825,5854,256118,813,0,51,66,0,206,0,0,323,Rocky Mountain
181,1994,January,66336,9492,408112,970,0,147,131,0,247,106,0,631,Rocky Mountain
182,1994,February,46474,8488,285676,778,0,56,112,0,259,0,0,427,Rocky Mountain
183,1994,March,64501,7359,403678,746,0,275,213,0,542,12,0,1042,Rocky Mountain
184,1994,April,73383,5214,462602,557,0,578,442,0,374,0,0,1394,Rocky Mountain
185,1994,May,140442,12081,938284,2543,0,2253,1783,0,1941,0,0,5977,Rocky Mountain
186,1994,June,454741,16073,3512526,3417,0,21172,14155,0,8356,5322,0,49005,Rocky Mountain
187,1994,July,637208,26679,4984784,4464,0,29122,20417,0,16031,7026,0,72596,Rocky Mountain
188,1994,August,691826,38247,5265996,5916,0,30429,18290,0,15247,5724,0,69690,Rocky Mountain
189,1994,September,486600,35752,3510928,5033,0,15197,13631,0,7011,1119,0,36958,Rocky Mountain
190,1994,October,200637,12793,1340494,1888,0,2946,3358,0,1475,763,0,8542,Rocky Mountain
191,1994,November,65256,6187,406048,583,0,306,356,0,245,0,0,907,Rocky Mountain
192,1994,December,41046,6880,254884,550,0,140,65,0,333,0,0,538,Rocky Mountain
193,1995,January,72264,6110,444672,489,0,205,218,0,270,0,0,693,Rocky Mountain
194,1995,February,55526,6110,344644,489,0,178,165,0,375,0,0,718,Rocky Mountain
195,1995,March,62216,4300,396592,350,0,405,396,0,655,0,0,1456,Rocky Mountain
196,1995,April,63517,3040,399752,243,0,417,443,0,298,8,0,1166,Rocky Mountain
197,1995,May,107774,6820,708980,633,0,1512,1643,0,693,48,0,3896,Rocky Mountain
198,1995,June,401034,9309,2917468,1574,0,15146,10238,0,4658,1912,0,31954,Rocky Mountain
199,1995,July,643304,15637,4878992,2547,0,27422,18343,0,12718,5215,0,63698,Rocky Mountain
200,1995,August,718453,35836,5363198,4893,0,29633,18824,0,12403,4920,0,65780,Rocky Mountain
201,1995,September,404990,18281,2939988,2595,0,14488,10677,0,5141,1572,0,31878,Rocky Mountain
202,1995,October,237056,11162,1542848,1220,0,3703,2794,0,1035,0,0,7532,Rocky Mountain
203,1995,November,69520,7043,431920,563,0,308,290,0,216,111,0,925,Rocky Mountain
204,1995,December,42515,6630,259762,530,0,86,30,0,176,0,0,292,Rocky Mountain
205,1996,January,50604,9408,309496,1015,0,126,42,0,174,25,0,367,Rocky Mountain
206,1996,February,56462,8293,346356,809,0,96,144,0,234,0,0,474,Rocky Mountain
207,1996,March,69517,7368,430270,823,0,243,156,0,424,0,0,823,Rocky Mountain
208,1996,April,73462,7317,462596,790,0,627,492,0,218,27,0,1364,Rocky Mountain
209,1996,May,177831,13786,1228682,2534,0,5424,3183,0,1499,0,0,10106,Rocky Mountain
210,1996,June,442730,24138,3393484,6019,0,22695,13302,0,6239,3833,0,46069,Rocky Mountain
211,1996,July,669291,34807,5165010,8771,0,30462,19026,0,14286,8055,0,71829,Rocky Mountain
212,1996,August,658613,36317,5035614,9621,0,30420,17028,0,13729,6569,0,67746,Rocky Mountain
213,1996,September,405585,26050,2858454,6464,0,12276,9690,0,4328,265,0,26559,Rocky Mountain
214,1996,October,194353,12166,1252982,2608,0,2670,1791,0,906,62,0,5429,Rocky Mountain
215,1996,November,61799,5904,385034,764,0,339,351,0,200,0,0,890,Rocky Mountain
216,1996,December,63508,6476,386200,693,0,78,87,0,157,0,0,322,Rocky Mountain
217,1997,January,60995,9041,373298,986,0,81,105,0,272,0,0,458,Rocky Mountain
218,1997,February,55496,5912,341664,619,0,138,138,0,267,0,0,543,Rocky Mountain
219,1997,March,82957,10246,522126,1053,0,612,396,0,495,21,0,1524,Rocky Mountain
220,1997,April,54619,4570,342594,570,0,384,219,0,312,15,0,930,Rocky Mountain
221,1997,May,182301,10020,1244974,2232,0,5100,2799,0,1514,35,0,9448,Rocky Mountain
222,1997,June,477849,16702,3541286,5424,0,19497,13197,0,5574,3869,0,42137,Rocky Mountain
223,1997,July,672256,27457,5205840,8183,0,30402,20628,0,13774,8465,0,73269,Rocky Mountain
224,1997,August,635015,32563,4865002,9321,0,28566,17784,0,13566,6016,0,65932,Rocky Mountain
225,1997,September,408657,21495,2854598,6100,0,11628,9336,0,4172,30,0,25166,Rocky Mountain
226,1997,October,211588,10298,1361240,2459,0,2616,2109,0,1001,6,0,5732,Rocky Mountain
227,1997,November,65166,9683,398420,1067,0,165,78,0,221,0,0,464,Rocky Mountain
228,1997,December,58455,10182,357498,990,0,102,69,0,252,0,0,423,Rocky Mountain
229,1998,January,64192,6650,394288,795,0,177,123,0,231,40,0,571,Rocky Mountain
230,1998,February,61194,7984,374236,785,0,105,147,0,150,40,0,442,Rocky Mountain
231,1998,March,70334,7169,434148,807,0,222,201,0,330,6,0,759,Rocky Mountain
232,1998,April,67735,5609,424362,653,0,459,381,0,282,0,0,1122,Rocky Mountain
233,1998,May,198448,13935,1409392,2546,0,7299,4824,0,1546,0,0,13669,Rocky Mountain
234,1998,June,453744,18808,3380224,5593,0,19338,11397,0,6572,3803,0,41110,Rocky Mountain
235,1998,July,683467,26503,5264866,8106,0,29418,18666,0,14929,9741,0,72754,Rocky Mountain
236,1998,August,636460,35442,4871976,9551,0,28755,15864,0,14062,7145,0,65826,Rocky Mountain
237,1998,September,445728,20275,3226400,6002,0,15102,12261,0,6339,800,0,34502,Rocky Mountain
238,1998,October,227638,13162,1420852,2688,0,1413,852,0,1161,13,0,3439,Rocky Mountain
239,1998,November,69927,7517,432666,893,0,324,183,0,311,1,0,819,Rocky Mountain
240,1998,December,56555,11601,346578,1103,0,126,78,0,249,0,0,453,Rocky Mountain
241,1999,January,60871,12044,371338,1226,0,87,39,0,256,0,0,382,Rocky Mountain
242,1999,February,74798,11994,457892,1106,0,189,150,0,230,0,0,569,Rocky Mountain
243,1999,March,87163,9522,534098,995,0,0,0,0,695,0,0,695,Rocky Mountain
244,1999,April,58644,2785,360008,427,0,201,186,0,118,4,0,509,Rocky Mountain
245,1999,May,187697,12580,1264246,2437,0,4599,2688,0,1117,225,0,8629,Rocky Mountain
246,1999,June,471035,13349,3554130,5156,0,18042,11472,0,5929,10052,0,45495,Rocky Mountain
247,1999,July,739167,37925,5740970,9020,0,29556,19929,0,14484,17654,0,81623,Rocky Mountain
248,1999,August,644694,22479,4948884,8514,0,27987,14766,0,12130,12662,0,67545,Rocky Mountain
249,1999,September,466394,24894,3362844,6372,0,13839,10698,0,5211,5532,0,35280,Rocky Mountain
250,1999,October,228197,10350,1482190,2463,0,2910,3207,0,907,39,0,7063,Rocky Mountain
251,1999,November,94367,8600,583434,980,0,462,396,0,207,12,0,1077,Rocky Mountain
252,1999,December,73296,13408,444496,1248,0,120,36,0,133,6,0,295,Rocky Mountain
253,2000,January,67728,11398,415104,1175,0,201,48,0,297,0,0,546,Rocky Mountain
254,2000,February,74328,11173,455824,1040,0,156,135,0,313,12,0,616,Rocky Mountain
255,2000,March,83498,9588,519164,1001,0,420,204,0,511,1,0,1136,Rocky Mountain
256,2000,April,82564,14335,525576,1351,0,864,540,0,221,262,0,1887,Rocky Mountain
257,2000,May,211790,12178,1438676,2405,0,3873,3591,0,1688,1344,0,10496,Rocky Mountain
258,2000,June,483925,24131,3595950,6018,0,18930,12135,0,6604,5606,0,43275,Rocky Mountain
259,2000,July,735598,39183,5587684,9121,0,29829,18894,0,13768,10890,0,73381,Rocky Mountain
260,2000,August,597407,27521,4548106,8918,0,27462,15093,0,11021,6653,0,60229,Rocky Mountain
261,2000,September,448191,11987,3210554,5339,0,14451,11625,0,5058,1454,0,32588,Rocky Mountain
262,2000,October,242240,11828,1558416,2581,0,2241,2280,0,807,1233,0,6561,Rocky Mountain
263,2000,November,85145,10640,519062,1143,0,171,111,0,144,86,0,512,Rocky Mountain
264,2000,December,72978,10690,442380,1030,0,102,78,0,96,6,0,282,Rocky Mountain
265,2001,January,62319,15599,382906,1511,0,141,78,0,343,0,0,562,Rocky Mountain
266,2001,February,66820,13825,410104,1252,0,147,108,0,306,13,0,574,Rocky Mountain
267,2001,March,73736,8816,459680,939,0,402,204,0,473,0,0,1079,Rocky Mountain
268,2001,April,82007,7009,525194,765,0,885,552,0,367,268,0,2072,Rocky Mountain
269,2001,May,198797,3640,1366078,1722,0,5049,2781,0,1532,1469,0,10831,Rocky Mountain
270,2001,June,499970,21894,3611516,5840,0,17250,14091,0,6613,277,0,38231,Rocky Mountain
271,2001,July,749500,40281,5481032,9208,0,27381,19047,0,14592,482,0,61502,Rocky Mountain
272,2001,August,616789,27928,4609758,8950,0,26889,18147,0,11296,482,0,56814,Rocky Mountain
273,2001,September,463160,12586,3265232,5387,0,13929,11997,0,4343,123,0,30392,Rocky Mountain
274,2001,October,184616,6114,1207648,2124,0,2340,3072,0,823,12,0,6247,Rocky Mountain
275,2001,November,81020,9013,505800,1013,0,480,456,0,288,6,0,1230,Rocky Mountain
276,2001,December,60951,11919,374938,1129,0,162,105,0,309,1,0,577,Rocky Mountain
277,2002,January,64696,14591,394434,1430,0,153,54,0,144,40,0,391,Rocky Mountain
278,2002,February,62365,9903,380334,938,0,99,141,0,144,0,0,384,Rocky Mountain
279,2002,March,78997,11023,489660,1115,0,345,312,0,310,13,0,980,Rocky Mountain
280,2002,April,72485,6596,466299,732,0,861,900,0,175,26,0,1962,Rocky Mountain
281,2002,May,228491,14216,1558591,2568,0,6165,4122,0,1387,54,0,11728,Rocky Mountain
282,2002,June,491045,16700,3666925,5424,0,19827,12525,0,6891,5798,0,45041,Rocky Mountain
283,2002,July,653677,17503,4878444,7386,0,28893,17574,0,13002,305,0,59774,Rocky Mountain
284,2002,August,598693,18637,4414592,8207,0,22791,17190,0,11226,195,0,51402,Rocky Mountain
285,2002,September,428493,13349,3045054,5448,0,12930,12051,0,4650,0,0,29631,Rocky Mountain
286,2002,October,183445,10403,1168219,2467,0,1551,1788,0,864,19,0,4222,Rocky Mountain
287,2002,November,57455,9214,350876,1029,0,81,102,0,200,1,0,384,Rocky Mountain
288,2002,December,68633,7457,419512,772,0,147,150,0,185,0,0,482,Rocky Mountain
289,2003,January,61472,31849,377040,2811,0,129,189,0,195,0,0,513,Rocky Mountain
290,2003,February,48224,6653,297504,678,0,108,177,0,225,0,0,510,Rocky Mountain
291,2003,March,63999,7614,394968,843,0,213,165,0,308,0,0,686,Rocky Mountain
292,2003,April,69226,3246,432828,464,0,441,384,0,267,0,0,1092,Rocky Mountain
293,2003,May,198771,18581,1367103,2917,0,5160,4665,0,1050,30,0,10905,Rocky Mountain
294,2003,June,457861,17137,3324939,5459,0,18789,11706,0,5424,192,0,36111,Rocky Mountain
295,2003,July,678086,17374,5093249,7376,0,29679,21717,0,12318,332,0,64046,Rocky Mountain
296,2003,August,626473,24696,4713752,8692,0,26991,20241,0,11335,1115,0,59682,Rocky Mountain
297,2003,September,465941,17626,3223617,5790,0,11928,11166,0,3641,13,0,26748,Rocky Mountain
298,2003,October,262699,15161,1695394,2848,0,3879,2631,0,937,3,0,7450,Rocky Mountain
299,2003,November,69681,9622,433587,1062,0,531,222,0,185,31,0,969,Rocky Mountain
300,2003,December,64823,12630,393658,1186,0,81,87,0,127,0,0,295,Rocky Mountain
